name,email
"R.R.V.GIRLS HSS, KILLIMANOOR, TRIVANDRUM Phone No: 04702672045 Email ID: rrvghss01052@gmail.com","rrvghss01052@gmail.com"
"JANATHA HSS, THEMBAMOOD, TRIVANDRUM Phone No: 0472-2829017 Email ID: janatha1053@gmail.com","janatha1053@gmail.com"
"M.V HSS, THUNDATHIL, TRIVANDRUM Phone No: 0471-2712700 Email ID: mvhss@yahoo.in","mvhss@yahoo.in"
"PALLITHURA HSS, PALLITHURA, TRIVANDRUM Phone No: 04712705343 Email ID: pallithurahss1055@gmail.com","pallithurahss1055@gmail.com"
"ST.ANTONY S HSS, VALIATHURA, TRIVANDRUM Phone No: 9447124723 Email ID: principalstantonyshss@gmail.com","principalstantonyshss@gmail.com"
"ST. MARY S HSS, VETTUKAD, TRIVANDRUM Phone No: 0471-2500934 Email ID: hssvettucaud@gmail.com","hssvettucaud@gmail.com"
"R.K.D.N.S.S  HSS, SASTHAMANGALAM, TRIVANDRUM Phone No: 04712725714 Email ID: rkdnss@gmail.com","rkdnss@gmail.com"
"ST.JOSEPH S HSS, TRIVANDRUM Phone No: 04712467078 Email ID: stjosephshss@gmail.com","stjosephshss@gmail.com"
"L.M.S BOYS HSS, AMARAVILA, TRIVANDRUM Phone No: 0471-2221972 Email ID: 01060lmshssamaravila@gmail.com","01060lmshssamaravila@gmail.com"
"M.V. HSS, ARUMANOOR, TRIVANDRUM Phone No: 04712214376 Email ID: mvhssarumanoor@gmail.com","mvhssarumanoor@gmail.com"
"GIRLS HSS, VENGANOOR, TRIVANDRUM Phone No: 0471-2480425 Email ID: hssforgirlsvenganoor01062@gmail.com","hssforgirlsvenganoor01062@gmail.com"
"V.P.S. MALANKARA HIGHER SECONDARY SCHOOL, VENGANOOR, TRIVANDRUM Phone No: 04712486831 Email ID: vpshssvgr@gmail.com","vpshssvgr@gmail.com"
"UNDENCODE ST JOHN S HSS, CHERIYAKOLLA, TRIVANDRUM Phone No: 04712250768 Email ID: stjohnshssundancode@gmail.com","stjohnshssundancode@gmail.com"
"S.N.V  HSS, NEDUNGANDA, TRIVANDRUM Phone No: 04702605712 Email ID: snvhssnedunganda01065@gmail.com","snvhssnedunganda01065@gmail.com"
"ST. MARY S HSS, PATTOM, TRIVANDRUM Phone No: 04712447395 Email ID: pattomstmaryshss@gmail.com","pattomstmaryshss@gmail.com"
"IQBAL HSS, PERINGAMALA, TRIVANDRUM Phone No: 9446965937 Email ID: hssiqbal@gmail.com","hssiqbal@gmail.com"
"L.M.S.HSS, CHEMBOOR, OTTASEKHARAMANGALAM PO, TRIVANDRUM Phone No: 04712255544 Email ID: chemboorlmshss@gmail.com","chemboorlmshss@gmail.com"
"NEW  HSS, NELLIMOODU, TRIVANDRUM Phone No: 04712260858 Email ID: nhssnellimood@gmail.com","nhssnellimood@gmail.com"
"S.N G. HSS, CHEMPAZHANTHY, TRIVANDRUM Phone No: 0471-2596425 Email ID: snghss1070@gmail.com","snghss1070@gmail.com"
"S.N.V.  HSS, ANAD, TRIVANDRUM Phone No: 04722813280 Email ID: snvhss1071anad@gmail.com","snvhss1071anad@gmail.com"
"ST JOHNS MODEL HSS,NALANCHIRA,TRIVANDRUM Phone No: 0471-2530776 Email ID: stjohnsmodelhss@gmail.com","stjohnsmodelhss@gmail.com"
"NSS HSS,PALKULANGARA,TRIVANDRUM Phone No: 0471-2466877 Email ID: nsshss01073@yahoo.com","nsshss01073@yahoo.com"
"SN HSS,UZHAMALAKKAL,TRIVANDRUM Phone No: 04722899699 Email ID: snhsshighsec@gmail.com","snhsshighsec@gmail.com"
"ST THOMAS HSS,POONTHURA,TRIVANDRUM Phone No: 04712380183 Email ID: stthomashssp@yahoo.com","stthomashssp@yahoo.com"
"MUSLIM GIRLS HSS,KANIYAPURAM,TRIVANDRUM Phone No: 0471-2750925 Email ID: mghsskpm@gmail.com","mghsskpm@gmail.com"
"MCHSS,KOTTUKALKONAM,TRIVANDRUM Phone No: 9447103921 Email ID: mchsskottukalkonam@gmail.com","mchsskottukalkonam@gmail.com"
"SALVATION ARMY HSS,KOWDIAR,TRIVANDRUM Phone No: 9447713335 Email ID: sahsskowdiar@gmail.com","sahsskowdiar@gmail.com"
"PKS HSS,KANJIRAMKULAM,TRIVANDRUM Phone No: 04712265262 Email ID: principalpkshss@gmail.com","principalpkshss@gmail.com"
"LMS HSS,VATTAPPARA,TRIVANDRUM Phone No: 04722587507 Email ID: 1080lmshssvattappara@gmail.com","1080lmshssvattappara@gmail.com"
"ST MARY S HSS,VIZHINJAM,TRIVANDRUM Phone No: 04712485577 Email ID: stmaryshssvzm@gmail.com","stmaryshssvzm@gmail.com"
"MUSLIM HSS,EDAVA,TRIVANDRUM Phone No: 04702664025 Email ID: muslimhssedava@gmail.com","muslimhssedava@gmail.com"
"JANARDHANAPURAM HSS,OTTASEKHARAMANGALAM, TRIVANDRUM Phone No: 0471-2257656 Email ID: jphssosm@gmail.com","jphssosm@gmail.com"
"DVMNNM HSS, MARANALLUR, TRIVANDRUM Phone No: 0471-2298709 Email ID: dvmnnmhssmaranalloor08@gmail.com","dvmnnmhssmaranalloor08@gmail.com"
"VTMNSS GIRLS HSS,DHANUVACHAPURAM, TRIVANDRUM Phone No: 04712234410 Email ID: VTMNSSGHSS01085@gmail.com","VTMNSSGHSS01085@gmail.com"
"ST.THOMAS HSS,AMBOORI,TRIVANDRUM Phone No: 9495671786 Email ID: stthomas20a2011@gmail.com","stthomas20a2011@gmail.com"
"ST XAVIER S HSS,PEYAD,TRIVANDRUM Phone No: 04712289158 Email ID: hsspeyad1087@gmail.com","hsspeyad1087@gmail.com"
"AM HSS,THIRUMALA,TRIVANDRUM Phone No: 04712357479 Email ID: amhss.1088@gmail.com","amhss.1088@gmail.com"
"BNVV HSS,THIRUVALLAM,TRIVANDRUM Phone No: 04712384968 Email ID: bnvhsstvlm@gmail.com","bnvhsstvlm@gmail.com"
"MULAVANA VHSS,VAMANAPURAM,TRIVANDRUM Phone No: 0472-2835105 Email ID: mulamanahss@gmail.com","mulamanahss@gmail.com"
"TECHNICAL HSS, MUTTADA ,MUTTADA P.O., TRIVANDRUM-695025 Phone No: 04712543888 Email ID: thssmuttada@ihrd.ac.in","thssmuttada@ihrd.ac.in"
"HOLY ANGELS CONVENT HSS, TRIVANDRUM Phone No: 0471-2469138 Email ID: plus2holyangels@rediffmail.com","plus2holyangels@rediffmail.com"
"LOYOLA HSS, SREEKARIYAM, TRIVANDRUM, 695017 Phone No: 04712598585 Email ID: loyolaschoolhse@gmail.com","loyolaschoolhse@gmail.com"
"ST. MARY'S HSS, KAMUKINKODE, TRIVANDRUM, 695123 Phone No: 04712223798 Email ID: st.maryskmkd@gmail.com","st.maryskmkd@gmail.com"
"ST.THERESA'S CONVENT GHSS, NEYYATTINKARA, TRIVANDR, 695121 Phone No: 0471-2223799 Email ID: st.thersescplustwo@gmail.com","st.thersescplustwo@gmail.com"
"ST.GORETTI'S HSS, NALANCHIRA, TRIVANDRUM, 695015 Phone No: 0471-2531178 Email ID: hss.stgorettis@gmail.com","hss.stgorettis@gmail.com"
"EVANS HSS, PARASALA, TRIVANDRUM, 695502 Phone No: 0471-2204998 Email ID: evanshss@gmail.com","evanshss@gmail.com"
"ST. CHRISOSTEM EM HSS, NELLIMMOODU, TRIVANDRUM, 695524 Phone No: 04712265250 Email ID: stchryshss@gmail.com","stchryshss@gmail.com"
"SHREE VIDYADHI RAJA VIDYAMANDIR HSS, VELLAYAMBALAM, TRIVANDRUM, 695010 Phone No: 0471-2725494 Email ID: vlblm.svvmhss@gmail.com","vlblm.svvmhss@gmail.com"
"CHINMAYA VIDYALAYA HSS, VAZHUTHACAUD, TRIVANDRUM, 695010 Phone No: 04712724136 Email ID: chin_vcaud@chintvm.edu.in","chin_vcaud@chintvm.edu.in"
"PTM HSS, MARUTHOORKONAM, KOTTUKAL.P.O, TRIVANDRUM, 695501 Phone No: 04712268989 Email ID: ptmhss10@gmail.com","ptmhss10@gmail.com"
"ST. HELEN'S GHSS, LOURDUPURAM, TRIVANDRUM, 695524 Phone No: 04712260635 Email ID: sthelenshsstvm@gmail.com","sthelenshsstvm@gmail.com"
"SAMUEL LMS HSS PARASSALA, TRIVANDRUM, 695502 Phone No: 0471-2291002 Email ID: slmshsscheruvarakonam@yahoo.in","slmshsscheruvarakonam@yahoo.in"
"VICTORY GIRLS HSS, NEMOM, TRIVANDRUM, 695020 Phone No: 04712391395 Email ID: vghssnenom44056@gmail.com","vghssnenom44056@gmail.com"
"MANARUL HUDA HSS, PAZHAKUTTY, TRIVANDRUM, 695561 Phone No: 0472-2802398 Email ID: mhhssndd@gmail.com","mhhssndd@gmail.com"
"P.R.WILLIAM HSS, KATTAKADA, TRIVANDRUM Phone No: 04712295000 Email ID: prwhss@gmail.com","prwhss@gmail.com"
"GOVT. VHSS, VAKKOM, TRIVANDRUM Phone No: 04702655801 Email ID: ghssvkm@gmail.com","ghssvkm@gmail.com"
"SNV GOVT. HSS, KADAKKAVOOR, TRIVANDRUM Phone No: 04702659531 Email ID: snv1129@gmail.com","snv1129@gmail.com"
"GOVT. GHSS, PEROORKADA, TRIVANDRUM Phone No: 04712438779 Email ID: principalgghss1130@yahoo.in","principalgghss1130@yahoo.in"
"GOVT. VHSS, POOVAR, TRIVANDRUM Phone No: 0471-2209960 Email ID: govthsspoovar@gmail.com","govthsspoovar@gmail.com"
"GOVT. HSS, VILAVOORKAL, TRIVANDRUM Phone No: 0471-2283685 Email ID: vilavoorkalghss@gmail.com","vilavoorkalghss@gmail.com"
"GOVT. HSS, AIROORPARA, TRIVANDRUM Phone No: 04712719860 Email ID: principalghssaypra@gmail.com","principalghssaypra@gmail.com"
"GOVT. BOYS HSS, KARAMANA, TRIVANDRUM Phone No: 04712343190 Email ID: gbhsskaramana@gmail.com","gbhsskaramana@gmail.com"
"GOVT. VHSS, PARASSALA, TRIVANDRUM Phone No: 04712205860 Email ID: vhssprsla@gmail.com","vhssprsla@gmail.com"
"GOVT. LVHSS, ARAYOOR, CHENGAL, TRIVANDRUM Phone No: 04712234430 Email ID: arayoorgovtlvhss@gmail.com","arayoorgovtlvhss@gmail.com"
"GOVT. VHSS, ARYANAD, TRIVANDRUM Phone No: 0472-2851855 Email ID: ghssarnd@gmail.com","ghssarnd@gmail.com"
"GOVT. HSS, POOVACHAL, TRIVANDRUM Phone No: 04722895960 Email ID: poovachalhss@gmail.com","poovachalhss@gmail.com"
"GOVT. HSS, ARUVIKKARA, TRIVANDRUM Phone No: 04722889138 Email ID: principalhssaruvikkara@gmail.com","principalhssaruvikkara@gmail.com"
"GOVT. HSS, KAZHAKUTTOM, TRIVANDRUM Phone No: 04712412606 Email ID: kazhakuttomhss@gmail.com","kazhakuttomhss@gmail.com"
"GOVT. HSS, KAVALAYOOR, TRIVANDRUM Phone No: 04702687333 Email ID: ghss_kavalayoor_01141@yahoo.com","ghss_kavalayoor_01141@yahoo.com"
"GOVT. HSS, KAPPIL, TRIVANDRUM Phone No: 04702664200 Email ID: hsskappil@gmail.com","hsskappil@gmail.com"
"GOVT. HSS, MYLACHAL, ARIYANGODE, TRIVANDRUM Phone No: 0471-2257800 Email ID: ghssmylachal01143@gmail.com","ghssmylachal01143@gmail.com"
"GOVT. VHSS, VATTIYOORKAVU, TRIVANDRUM Phone No: 9447214316 Email ID: ghssvattiyoorkavu@gmail.com","ghssvattiyoorkavu@gmail.com"
"GOVT. VHSS, VITHURA, TRIVANDRUM Phone No: 04722856402 Email ID: vithurahss@gmail.com","vithurahss@gmail.com"
"GOVT. HSS FOR GIRLS, KANNIAKULANGARA, TRIVANDRUM Phone No: 04722831400 Email ID: girlshss1146@gmail.com","girlshss1146@gmail.com"
"GOVT. HSS, POOVATHOOR, TRIVANDRUM Phone No: 04722801241 Email ID: pvthrghss@gmail.com","pvthrghss@gmail.com"
"GOVT. HSS, AZHOOR, TRIVANDRUM Phone No: 9495270143 Email ID: ghssazhoor@gmail.com","ghssazhoor@gmail.com"
"GOVT. HSS,  ELAMBA, TRIVANDRUM Phone No: 04702637088 Email ID: elmbhss@gmail.com","elmbhss@gmail.com"
"THATTATHUMALA GOVT. HSS, TRIVANDRUM Phone No: 04702648033 Email ID: 01150.tmala@gmail.com","01150.tmala@gmail.com"
"GOVT. HSS, KEEZHAROOR, TRIVANDRUM Phone No: 0471-2278280 Email ID: ghsskeezharoor@gmail.com","ghsskeezharoor@gmail.com"
"VENGANOOR GOVT. MODEL HSS, TRIVANDRUM Phone No: 04712483100 Email ID: ghssvgr@gmail.com","ghssvgr@gmail.com"
"GOVT. VHSS, ALAMCODE, TRIVANDRUM Phone No: 04702623099 Email ID: hssalamcode@yahoo.com","hssalamcode@yahoo.com"
"GOVT. HSS, PALLICKAL, TRIVANDRUM Phone No: 04702681399 Email ID: ghsspallickal@yahoo.com","ghsspallickal@yahoo.com"
"NSS HSS, M.G.COLLEGE CAMPUS, THIRUVANANTHAPURAM Phone No: 04712541172 Email ID: nsshssk@gmail.com","nsshssk@gmail.com"
"KTCT EMR HSS, KADUVAYIL, THOTTAKKAD, KALLAMBALAM, THIRUVANANTHAPURAM, 695605 Phone No: 9061689987 Email ID: ktcthss@gmail.com","ktcthss@gmail.com"
"SAM Govt  Model Residential Sports HSS, Vellayani, Tvm, 695522 Phone No: 04712381601 Email ID: sammrshss@gmail.com","sammrshss@gmail.com"
"Govt.HSS, Cherunniyoor Phone No: 04702601101 Email ID: ghsscherunniyoor1165@gmail.com","ghsscherunniyoor1165@gmail.com"
"Govt.HSS, Ayira Phone No: 04712205278 Email ID: govthssayira@gmail.com","govthssayira@gmail.com"
"GVHSS Kottukal Phone No: 04712267056 Email ID: gvhss1167@gmail.com","gvhss1167@gmail.com"
"Govt.VHSS, Paruthippally Phone No: 04722852265 Email ID: paruthippallyhss@gmail.com","paruthippallyhss@gmail.com"
"Govt.HSS, Nagaroor Phone No: 04702678467 Email ID: ghssnagarooor@gmail.com","ghssnagarooor@gmail.com"
"Govt.VHSS, Njekkad Phone No: 04702693747 Email ID: ghssnjekkad01170@gmail.com","ghssnjekkad01170@gmail.com"
"Govt.HSS, Koduvazhanoor Phone No: 9745776957 Email ID: ghsskdr01171@gmail.com","ghsskdr01171@gmail.com"
"Govt.HSS, Thirupuram Phone No: 04712211211 Email ID: hssthirupuram1172@gmail.com","hssthirupuram1172@gmail.com"
"SNV HSS, Panayara Phone No: 7592072425 Email ID: snvhsspanayara2014@gmail.com","snvhsspanayara2014@gmail.com"
"NSS HSS, Madavoor Phone No: 04702682096 Email ID: principalnsshss@gmail.com","principalnsshss@gmail.com"
"SKVHSS, Nanniyode Phone No: 04722842424 Email ID: nanniyodeskvhss@gmail.com","nanniyodeskvhss@gmail.com"
"Victory Vocational Higher Secondary School, Nemom Phone No: 04712392143 Email ID: vvhssnemom44034@gmail.com","vvhssnemom44034@gmail.com"
"PHMKM HSS, Panavoor Phone No: 04722865126 Email ID: phmkmvhsspanavoor@gmail.com","phmkmvhsspanavoor@gmail.com"
"VPM HSS, Vellarada Phone No: 04712242149 Email ID: vpmhssprincipal@gmail.com","vpmhssprincipal@gmail.com"
"St. Michels HSS Kadinamkulam Phone No: 04712428668 Email ID: stmichaelshsskdm@gmail.com","stmichaelshsskdm@gmail.com"
"CHINNAMMA MEMORIAL GIRLS HSS ,POOJAPPURA, THIRUVANANTHAPURAM Phone No: 04712355360 Email ID: cmghss@rediffmail.com","cmghss@rediffmail.com"
"SREE SETHU PARVATHY BHAI HIGHER SECONDARY SCHOOL, KADAKKAVOOR, THIRUVANANTHAPURAM Phone No: 04702656808 Email ID: sspbhss@gmail.com","sspbhss@gmail.com"
"GOVT HSS, CHAVARA, KOLLAM Phone No: 04762680901 Email ID: gbhsschavara@gmail.com","gbhsschavara@gmail.com"
"AYYANKOYIKKAL GOVT. HSS, KOIVILA, KOLLAM Phone No: 04762877935 Email ID: ghssayyan@yahoo.co.in","ghssayyan@yahoo.co.in"
"GOVT  HSS, KARUNAGAPPALLY, KOLLAM Phone No: 04762629850 Email ID: ghsskarunagappally@gmail.com","ghsskarunagappally@gmail.com"
"GOVT MODEL BOYS HSS, THEVALLY, KOLLAM Phone No: 04742794064 Email ID: govmbhss@gmail.com","govmbhss@gmail.com"
"GOVT BOYS HSS, KOTTARAKKARA, KOLLAM Phone No: 04742458982 Email ID: ghssktr@gmail.com","ghssktr@gmail.com"
"GOVT HSS, KULASEKHARAPURAM, KOLLAM Phone No: 04762642920 Email ID: ghsskulasekharapuram@gmail.com","ghsskulasekharapuram@gmail.com"
"GOVT HSS, KUZHIMATHIKAD, KOLLAM Phone No: 04742581124 Email ID: ghss02007@gmail.com","ghss02007@gmail.com"
"GOVT HSS, VELLAMANAL, MAYYANAD,KOLLAM Phone No: 04742556511 Email ID: ghssmayyanad@gmail.com","ghssmayyanad@gmail.com"
"GOVT HSS, BHOOTHAKULAM, KOLLAM Phone No: 04742596323 Email ID: bhoothakulamghss@gmail.com","bhoothakulamghss@gmail.com"
"GOVT HSS, PUNALUR, KOLLAM Phone No: 04752221458 Email ID: ghssplr@gmail.com","ghssplr@gmail.com"
"GOVT HSS, VALATHUNGAL, KOLLAM Phone No: 04742729727 Email ID: valathungalghss@gmail.com","valathungalghss@gmail.com"
"GOVT HSS, VAYALA, KOLLAM Phone No: 04742438340 Email ID: hssvayala@gmail.com","hssvayala@gmail.com"
"GOVT HSS, OTTAKKAL, KOLLAM Phone No: 04752344979 Email ID: ghssottakkal@gmail.com","ghssottakkal@gmail.com"
"GOVT HSS, KARUKONE, ANCHAL, KOLLAM Phone No: 04752270651 Email ID: ghsskarukone@gmail.com","ghsskarukone@gmail.com"
"GOVT HSS, WEST KALLADA, KOLLAM Phone No: 04762832220 Email ID: ghsswestkallada@gmail.com","ghsswestkallada@gmail.com"
"GOVT HSS, VALLIKEEZHU, KOLLAM Phone No: 04742795844 Email ID: ghssvallikkeezhu@gmail.com","ghssvallikkeezhu@gmail.com"
"SBVS GOVT  HSS, PANMANAMANAYIL, CHAVARA,KOLLAM Phone No: 04742670432 Email ID: sbvspanmana@gmail.com","sbvspanmana@gmail.com"
"GOVT HSS, ANJALUMMOODU, KOLLAM Phone No: 04742703939 Email ID: ghss02018@gmail.com","ghss02018@gmail.com"
"GOVT HSS, MANGAD, KOLLAM Phone No: 04742716779 Email ID: ghssmangad@gmail.com","ghssmangad@gmail.com"
"GHSS KUMMIL, KOLLAM Phone No: 04742448033 Email ID: hsskummil@gmail.com","hsskummil@gmail.com"
"GOVT FISHERIES HSS,KUZHITHURA, ALAPPAT,KOLLAM Phone No: 04762895316 Email ID: gfhss2021@gmail.com","gfhss2021@gmail.com"
"GOVT HSS, SOORANAD, KOLLAM Phone No: 04762852500 Email ID: hsssection@gmail.com","hsssection@gmail.com"
"GOVT. MAHATMA GANDHI HSS,CHADAYAMANGALAM,KOLLAM Phone No: 04742478222 Email ID: gmghsscdlm@rediffmail.com","gmghsscdlm@rediffmail.com"
"GOVT HSS,ANCHAL WEST,KOLLAM Phone No: 04752270470 Email ID: hssanchalwest@gmail.com","hssanchalwest@gmail.com"
"GOVT HSS,SASTHAMKOTTA,KOLLAM Phone No: 04762836111 Email ID: nssklm110@gmail.com","nssklm110@gmail.com"
"GOVT HSS, PALLIMAN, KOLLAM Phone No: 04742561422 Email ID: pallimonghss@gmail.com","pallimonghss@gmail.com"
"MEENAKSHI VILASOM GHSS,PEROOR,KOLLAM Phone No: 0474-2714750 Email ID: mvghssperoorklm@yahoo.com","mvghssperoorklm@yahoo.com"
"GOVT HSS,PATTAZHI,KOLLAM Phone No: 04752397599 Email ID: govthsspattazhy2028@gmail.com","govthsspattazhy2028@gmail.com"
"MOHAMMADEN GOVT HSS,EDATHARA,PATHANAPURAM Phone No: 04752350232 Email ID: mghssedathara2029@gmail.com","mghssedathara2029@gmail.com"
"GOVT HSS, KULATHUPUZHA, KOLLAM Phone No: 04752319233 Email ID: ghsskpza@gmail.com","ghsskpza@gmail.com"
"GOVT MODEL HSS,VETTIKKAVALA,KOLLAM Phone No: 0474-2403570 Email ID: gmhssvkla@gmail.com","gmhssvkla@gmail.com"
"GOVT GIRLS HSS,THAZHAVA,KOLLAM Phone No: 0476-2665920 Email ID: gghssthazhava@gmail.com","gghssthazhava@gmail.com"
"GOVT HSS,CHATHANNOOR,KOLLAM Phone No: 04742590101 Email ID: ghssctnr@gmail.com","ghssctnr@gmail.com"
"GOVT HSS,PUTHUR,KOLLAM Phone No: 04742417330 Email ID: govthssputhoor@gmail.com","govthssputhoor@gmail.com"
"GOVT HSS,PARAVUR,KOLLAM Phone No: 04742517729 Email ID: ghssparavurkollam@gmail.com","ghssparavurkollam@gmail.com"
"GUHANANDAPURAM HSS, CHAVARA SOUTH, KOLLAM Phone No: 04762081169 Email ID: hssguhanandapuram@gmail.com","hssguhanandapuram@gmail.com"
"AMRUTHA SANSKRIT HSS, PARIPPALLY, KOLLAM Phone No: 04742572270 Email ID: amruthahss@gmail.com","amruthahss@gmail.com"
"MILADE SHERIF HSS, MYNAGAPPALLY, KOLLAM Phone No: 04762837106 Email ID: mshss_mynagappally_02038@yahoo.co.in","mshss_mynagappally_02038@yahoo.co.in"
"KRGPM HSS, ODANAVATTOM , KOTTARAKKARA Phone No: 04742463616 Email ID: hssodanavattam@gmail.com","hssodanavattam@gmail.com"
"VIVEKANANDA HSS, POREDAM, KOLLAM Phone No: 04742475123 Email ID: vhssporedom@gmail.com","vhssporedom@gmail.com"
"SN HSS, CHITHARA, KOLLAM Phone No: 04742443193 Email ID: mail2snhss@gmail.com","mail2snhss@gmail.com"
"ST. GREGORIOUS  HSS, KOTTARAKKARA, KOLLAM Phone No: 04742651744 Email ID: sghssktr@yahoo.com","sghssktr@yahoo.com"
"S.M. HSS, KOTTARA, KOLLAM Phone No: 0474-2465666 Email ID: smhss2043@gmail.com","smhss2043@gmail.com"
"S.M  HSS, PATHARAM, KOLLAM Phone No: 04762851818 Email ID: smhss.hss@gmail.com","smhss.hss@gmail.com"
"B.J.S.M. MADATHIL HSS, THAZHAVA, KOLLAM Phone No: 04762863339 Email ID: bjsmmhss2045@gmail.com","bjsmmhss2045@gmail.com"
"S.V  HSS, CLAPPANA, KOLLAM Phone No: 04762899975 Email ID: svhssclappanapo@gmail.com","svhssclappanapo@gmail.com"
"ST. ANTONY S   HSS, KANJIRAKODE, KOLLAM Phone No: 04742524330 Email ID: kanjiracodeschool@gmail.com","kanjiracodeschool@gmail.com"
"S.N.D.P.Y  HSS, NEERAVIL, KOLLAM Phone No: 04742706500 Email ID: sndpyhss@gmail.com","sndpyhss@gmail.com"
"M.S.M  HSS, CHATHINAMKULAM, KOLLAM Phone No: 04742711000 Email ID: msmhsschathinamkulam@gmail.com","msmhsschathinamkulam@gmail.com"
"N.S.S  HSS, CHATHANNOR, KOLLAM Phone No: 04742022192 Email ID: nsshsschathannoor@yahoo.com","nsshsschathannoor@yahoo.com"
"S.N.S.M  HSS, ELAMPALLOOR, KOLLAM Phone No: 04742548866 Email ID: snsmhss@gmail.com","snsmhss@gmail.com"
"M.K.L.M. HSS, KANNANALLOOR, KOLLAM Phone No: 04742502466 Email ID: mklmhss@gmail.com","mklmhss@gmail.com"
"CP HSS, KUTTIKKADU, KADAKKAL Phone No: 04742422019 Email ID: cphsskuttikadu@gmail.com","cphsskuttikadu@gmail.com"
"CHEMPAKASSERY HSS, POOTHAKULAM, KOLLAM Phone No: 9961587915 Email ID: chss02054@gmail.com","chss02054@gmail.com"
"AEPM HSS, IRUMPANANGADU, EZHUKONE (Via) KOTTARAKARA, KOLLAM Phone No: 04742483637 Email ID: aepmhss123@gmail.com","aepmhss123@gmail.com"
"KRIST RAJ HSS, KOLLAM Phone No: 04742746264 Email ID: krhssklm02056@gmail.com","krhssklm02056@gmail.com"
"ST.STEPHEN S HSS, PATHANAPURAM, KOLLAM Phone No: 04752982217 Email ID: ststephenshsspathanapuram@gmail.com","ststephenshsspathanapuram@gmail.com"
"EVHSS, NEDUVATHUR,NEELESWARAM, KOTTARAKKARA Phone No: 04742457331 Email ID: evhssneduvathoor@gmail.com","evhssneduvathoor@gmail.com"
"DR CT EAPEN MEMORIAL HSS,SASTHAMCOTTA, KOLLAM Phone No: 9995840223 Email ID: drctemhsssasthamcotta@yahoo.com","drctemhsssasthamcotta@yahoo.com"
"EZHIPPURAM HSS, PARIPPALLI, KOLLAM Phone No: 0474-2577912 Email ID: principalehss@gmail.com","principalehss@gmail.com"
"MAYYANADU HSS,MAYYANADU,KOLLAM Phone No: 04742555111 Email ID: mayyanaduhss@gmail.com","mayyanaduhss@gmail.com"
"VIMALA HRIDAYA GHSS,KOLLAM Phone No: 04742765468 Email ID: vhghss@yahoo.in","vhghss@yahoo.in"
"AKM HSS, MAILAPUR, UMAYANALLUR, KOLLAM Phone No: 04742964873 Email ID: akmhss2000@gmail.com","akmhss2000@gmail.com"
"THADIKAD HSS, THADIKAD, ANCHAL, KOLLAM Phone No: 04752207070 Email ID: thadicaduhss@yahoo.com","thadicaduhss@yahoo.com"
"ST GORETTI HSS,PUNALUR,KOLLAM Phone No: 04752221779 Email ID: gorettihisec@gmail.com","gorettihisec@gmail.com"
"DVNSSHSS POOVATTOOR, MAVADY PO,  KOTTARAKKARA, KOLLAM Phone No: 04742617234 Email ID: dvnsshsspoovattoor2066@gmail.com","dvnsshsspoovattoor2066@gmail.com"
"ST ALOYSIUS HSS,KOLLAM Phone No: 0474-2740031 Email ID: staloysiusklm@gmail.com","staloysiusklm@gmail.com"
"NSS HSS, PRAKKULAM,KANJAVELI, KOLLAM Phone No: 04742706100 Email ID: nsshssprakkulam@gmail.com","nsshssprakkulam@gmail.com"
"SIVARAM NSS HSS, KARIKODE, KOLLAM Phone No: 04742716535 Email ID: principalsivaram@gmail.com","principalsivaram@gmail.com"
"V.G.S.S AMBIKODAYAM  HSS , NEDIYAVILA, KUNNATHOOR EAST P.O, KO Phone No: 9496105611 Email ID: vgsshss@gmail.com","vgsshss@gmail.com"
"TALUK SAMAJAM HIGHER SECONDARY SCHOOL , PUNALUR, KOLLAM Phone No: 04752228319 Email ID: principal71@gmail.com","principal71@gmail.com"
"CVKM HSS,EAST KALLADA,KOLLAM Phone No: 04742585232 Email ID: cvkm2072@gmail.com","cvkm2072@gmail.com"
"KPM HSS CHERIYAVELINELLOOR, KOLLAM Phone No: 0474-2467800 Email ID: principal.kpm@gmail.com","principal.kpm@gmail.com"
"MM HSS,UPPODU,EAST KALLADA,KOLLAM Phone No: 04742585812 Email ID: mmhss2074@gmail.com","mmhss2074@gmail.com"
"BOYS HSS, KARUNAGAPPALLY, KOLLAM Phone No: 04762621500 Email ID: bhss2075knpy@gmail.com","bhss2075knpy@gmail.com"
"MM HSS, NILAMEL, KOLLAM Phone No: 0474-2433643 Email ID: mmhssnilamel@gmail.com","mmhssnilamel@gmail.com"
"TKM HSS,KARIKKODE,KOLLAM Phone No: 04742715670 Email ID: tkmhss2000@yahoo.com","tkmhss2000@yahoo.com"
"SREE NARAYANA TRUST HSS,CANTONEMENT, KOLLAM Phone No: 04742747772 Email ID: snthsskollam@gmail.com","snthsskollam@gmail.com"
"SRI VIDYADIRAJA MEMORIAL MODEL HSS, VENDAR, KOLLAM Phone No: 04742417070 Email ID: svmmhss02079@gmail.com","svmmhss02079@gmail.com"
"CSI VOCATIONAL HS AND HSS FOR DEAF, VALAKOM, KOLLAM Phone No: 0474-2470880 Email ID: csihssvalakom@gmail.com","csihssvalakom@gmail.com"
"ST. JOSEPHS CONVENT HSS, KOLLAM, 691001 Phone No: 0474-2748210 Email ID: 41070kollam@gmail.com","41070kollam@gmail.com"
